,Title,Category,Rating,Price,Availability
968,Matilda,Childrens,One,£28.34,In stock (1 available)
969,Lost Among the Living,Historical Fiction,Four,£27.70,In stock (1 available)
970,Lord of the Flies,Add a comment,Three,£24.89,In stock (1 available)
971,Listen to Me (Fusion #1),Romance,Three,£58.99,In stock (1 available)
972,Kitchens of the Great Midwest,Fiction,Five,£57.20,In stock (1 available)
973,Jane Eyre,Default,Five,£38.43,In stock (1 available)
974,Imperfect Harmony,Romance,Four,£34.74,In stock (1 available)
975,Icing (Aces Hockey #2),Sports and Games,Four,£40.44,In stock (1 available)
976,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,Three,£45.24,In stock (1 available)
977,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,Four,£34.96,In stock (1 available)
978,"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,Four,£56.76,In stock (1 available)
979,"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,Five,£40.28,In stock (1 available)
980,Frankenstein,Default,Two,£38.00,In stock (1 available)
981,Forever Rockers (The Rocker #12),Music,Three,£28.80,In stock (1 available)
982,Fighting Fate (Fighting #6),Romance,Three,£39.24,In stock (1 available)
983,Emma,Classics,Two,£32.93,In stock (1 available)
984,"Eat, Pray, Love",Nonfiction,Three,£51.32,In stock (1 available)
985,Deep Under (Walker Security #1),Romance,Five,£47.09,In stock (1 available)
986,Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,Four,£28.42,In stock (1 available)
987,Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,Three,£22.85,In stock (1 available)
988,Charity's Cross (Charles Towne Belles #4),Romance,One,£41.24,In stock (1 available)
989,Bright Lines,Fiction,Five,£39.07,In stock (1 available)
990,Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,One,£29.82,In stock (1 available)
991,Bounty (Colorado Mountain #7),Romance,Four,£37.26,In stock (1 available)
992,Blood Defense (Samantha Brinkman #1),Mystery,Three,£20.30,In stock (1 available)
993,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,Five,£34.65,In stock (1 available)
994,Beyond Good and Evil,Philosophy,One,£43.38,In stock (1 available)
995,Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,One,£55.53,In stock (1 available)
996,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,Four,£57.06,In stock (1 available)
997,A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,Five,£16.97,In stock (1 available)
998,1st to Die (Women's Murder Club #1),Mystery,One,£53.98,In stock (1 available)
999,"1,000 Places to See Before You Die",Travel,Five,£26.08,In stock (1 available)
